"","country","shape"
"33113","gb","diamond"
"33123",NA,"disk"
"33127","us","disk"
"33129","gb","oval"
"33131","gb","triangle"
"33140","us","disk"
"33152","gb","other"
"33157","us","disk"
"33164","gb","light"
"33166","gb","light"
"33171","gb",NA
"33202","us","disk"
"33222","gb","triangle"
"33224","gb","triangle"
"33242","us","disk"
"33252","gb",NA
"33253","gb","cigar"
"33262","us","disk"
"33270",NA,"disk"
"33271","us","disk"
"33275","gb","light"
"33278","us","disk"
"33287","us","disk"
"33292","us","disk"
"33306","gb","disk"
"33319","ca","disk"
"33323","gb","unknown"
"33338","us","disk"
"33343","us","disk"
"33415","us","disk"
"33431","us","disk"
"33460","us","disk"
"33479","us","disk"
"33486","us","disk"
"33487","us","disk"
"33489","us","disk"
"33493","gb","disk"
"33508","us","disk"
"33511","us","disk"
"33524","gb","changing"
"33525","gb","changing"
"33569","us","disk"
"33570","us","disk"
"33571","us","disk"
"33572","us","disk"
"33577","us","disk"
"33579","us","disk"
"33599",NA,"disk"
"33607","gb","sphere"
"33624","gb","unknown"
"33626","us","disk"
"33631",NA,"disk"
"33641",NA,"disk"
"33645","gb","disk"
"33648","us","disk"
"33649","us","disk"
"33660",NA,"disk"
"33673","us","disk"
"33695","gb","other"
"33696","gb","sphere"
"33718","us","disk"
"33726","us","disk"
"33727","gb","sphere"
"33736","us","disk"
"33745","us","disk"
"33763","gb","light"
"33772","us","disk"
"33808",NA,"disk"
"33818","us","disk"
"33831","gb","egg"
"33839","us","disk"
"33860","us","disk"
"33876","us","disk"
"33881","us","disk"
"33897",NA,"disk"
"33908","gb","triangle"
"33918","us","disk"
"33920","us","disk"
"33937","gb","sphere"
"33945",NA,"disk"
"33947","us","disk"
"33960","gb","other"
"33980","us","disk"
"33991","us","disk"
"33993","us","disk"
"34001","us","disk"
"34012","gb","circle"
"34013",NA,"disk"
"34017","us","disk"
"34018","us","disk"
"34021","gb","other"
"34026",NA,"disk"
"34044","gb","sphere"
"34066","gb","rectangle"
"34073","us","disk"
"34088","us","disk"
"34094","gb","disk"
"34098","us","disk"
"34106","us","disk"
"34131",NA,"disk"
"34156","us","disk"
"34160","gb","teardrop"
"34181","us","disk"
"34190","gb","light"
"34200","gb",NA
"34214","us","disk"
"34225","us","disk"
"34257",NA,"disk"
"34270","us","disk"
"34272","us","disk"
"34291","gb","triangle"
"34297","gb","triangle"
"34301","gb","sphere"
"34316",NA,"disk"
"34350","gb","disk"
"34365","gb","sphere"
"34370","us","disk"
"34378","us","disk"
"34397","us","disk"
"34400","gb","triangle"
"34408","us","disk"
"34411","gb","unknown"
"34414",NA,"disk"
"34419",NA,"disk"
"34445","gb","light"
"34450","us","disk"
"34453","gb","triangle"
"34599","gb","sphere"
"34607","us","disk"
"34627",NA,"disk"
"34631","ca","disk"
"34637","us","disk"
"34643",NA,"disk"
"34653","gb","formation"
"34655","gb","sphere"
"34656","gb","other"
"34668","gb","triangle"
"34673",NA,"disk"
"34693","us","disk"
"34709","ca","disk"
"34712","gb","oval"
"34719",NA,"disk"
"34734","gb","circle"
"34811","us","disk"
"34825","us","disk"
"34842","au","disk"
"34850","us","disk"
"34855","us","disk"
"34856","au","disk"
"34857","au","disk"
"34858","us","disk"
"34867","gb","circle"
"34885","us","disk"
"34896","us","disk"
"34897","gb","oval"
"34911","us","disk"
"34912","us","disk"
"34914","gb","fireball"
"34941",NA,"disk"
"34942","us","disk"
"34960","us","disk"
"34969","gb","formation"
"34983","us","disk"
"34987","us","disk"
"34991",NA,"disk"
"34992","us","disk"
"35009",NA,"disk"
"35013","us","disk"
"35017","us","disk"
"35022",NA,"disk"
"35027","us","disk"
"35028","us","disk"
"35033","us","disk"
"35040","us","disk"
"35048","us","disk"
"35051","gb","disk"
"35052","us","disk"
"35059","gb","unknown"
"35064","us","disk"
"35065",NA,"disk"
"35091","us","disk"
"35102","us","disk"
"35109","us","disk"
"35111","us","disk"
"35132","us","disk"
"35137","us","disk"
"35164","us","disk"
"35165","gb","sphere"
"35190","us","disk"
"35199","gb","sphere"
"35203",NA,"disk"
"35212",NA,"disk"
"35239","us","disk"
"35244",NA,"disk"
"35249","us","disk"
"35260","us","disk"
"35269","gb","other"
"35273","ca","disk"
"35279","gb",NA
"35299","gb","unknown"
"35315","gb","light"
"35321","us","disk"
"35323","gb","light"
"35328","us","disk"
"35389","us","disk"
"35410","us","disk"
"35416","us","disk"
"35430","gb","disk"
"35432","gb","cigar"
"35441","gb","circle"
"35444","us","disk"
"35508",NA,"disk"
"35514","us","disk"
"35517","us","disk"
"35564",NA,"disk"
"35576","gb","circle"
"35579",NA,"disk"
"35580","us","disk"
"35611","us","disk"
"35626","gb","cylinder"
"35636","gb","triangle"
"35639","gb","light"
"35655","gb","circle"
"35656","gb","oval"
"35660",NA,"disk"
"35671","gb","changing"
"35673",NA,"disk"
"35679","us","disk"
"35684","us","disk"
"35685","us","disk"
"35707","us","disk"
"35794","us","disk"
"35811","us","disk"
"35851",NA,"disk"
"35857","us","disk"
"35873","us","disk"
"35876","gb","disk"
"35905","gb","light"
"35910","ca","disk"
"35916","us","disk"
"35920",NA,"disk"
"35940",NA,"disk"
"35954","gb","unknown"
"35957","us","disk"
"35984","us","disk"
"35988","us","disk"
"35990","us","disk"
"35998","us","disk"
"36003","gb","light"
"36012","gb","diamond"
"36043","us","disk"
"36072","us","disk"
"36077","us","disk"
"36109","us","disk"
"36110",NA,"disk"
"36112","au","disk"
"36113","us","disk"
"36114","us","disk"
"36118","us","disk"
"36120","us","disk"
"36124","gb","other"
"36127","us","disk"
"36139","us","disk"
"36141","us","disk"
"36150","gb","other"
"36159","us","disk"
"36168","us","disk"
"36169","gb","formation"
"36179",NA,"disk"
"36185","ca","disk"
"36215","us","disk"
"36227","gb","light"
"36236","gb","sphere"
"36238","gb","egg"
"36242","us","disk"
"36271","us","disk"
"36279",NA,"disk"
"36281","ca","disk"
"36294","us","disk"
"36303","gb","circle"
"36328","us","disk"
"36329",NA,"disk"
"36331","us","disk"
"36332","us","disk"
"36338","us","disk"
"36343","us","disk"
"36361","gb","circle"
"36386","gb","triangle"
"36410","us","disk"
"36435","gb","circle"
"36448","gb","sphere"
"36455","gb","circle"
"36465","us","disk"
"36467","us","disk"
"36520","gb","triangle"
"36534","gb","cigar"
"36537","us","disk"
"36568","us","disk"
"36584","us","disk"
"36592","us","disk"
"36599","us","disk"
"36622",NA,"disk"
"36657",NA,"disk"
"36658","us","disk"
"36685","us","disk"
"36688",NA,"disk"
"36706",NA,"disk"
"36710","us","disk"
"36723","gb","cylinder"
"36751","ca","disk"
"36761","us","disk"
"36766","us","disk"
"36768","gb","circle"
"36774","gb","light"
"36777","us","disk"
"36795","gb","unknown"
"36812","us","disk"
"36831","us","disk"
"36838","us","disk"
"36848","us","disk"
"36862","gb","cigar"
"36877",NA,"disk"
"36878","us","disk"
"36918","us","disk"
"36942","us","disk"
"36958","us","disk"
"36984","us","disk"
"37004","us","disk"
"37017","us","disk"
"37019","us","disk"
"37021","us","disk"
"37036","us","disk"
"37041","us","disk"
"37044","us","disk"
"37055","gb","sphere"
"37088","us","disk"
"37090","us","disk"
"37114","us","disk"
"37121","us","disk"
"37158","gb",NA
"37160","us","disk"
"37164","gb",NA
"37171","us","disk"
"37176","us","disk"
"37194","us","disk"
"37206","us","disk"
"37210","us","disk"
"37218","gb","unknown"
"37233",NA,"disk"
"37258","us","disk"
"37298","gb","other"
"37303","us","disk"
"37371",NA,"disk"
"37372","us","disk"
"37373",NA,"disk"
"37394","us","disk"
"37419","us","disk"
"37458","us","disk"
"37475","gb","cigar"
"37494","us","disk"
"37508","us","disk"
"37514","us","disk"
"37516","us","disk"
"37518","us","disk"
"37527","gb","other"
"37528","us","disk"
"37534","gb","cone"
"37539","us","disk"
"37546","us","disk"
"37547","us","disk"
"37577","gb","other"
"37590","us","disk"
"37598","gb","fireball"
"37641","us","disk"
"37661","us","disk"
"37664","us","disk"
"37667","us","disk"
"37700","gb","triangle"
"37702","us","disk"
"37705","ca","disk"
"37706","us","disk"
"37721","us","disk"
"37748",NA,"disk"
"37760","us","disk"
"37763","us","disk"
"37771","us","disk"
"37780","us","disk"
"37804","us","disk"
"37805",NA,"disk"
"37808","us","disk"
"37816",NA,"disk"
"37893","us","disk"
"37894","us","disk"
"37897","us","disk"
"38008","us","disk"
"38017","gb","cigar"
"38018","us","disk"
"38034","us","disk"
"38037","gb","light"
"38038","gb","cone"
"38047",NA,"disk"
"38059","gb","triangle"
"38080","us","disk"
"38089","us","disk"
"38090","us","disk"
"38091","us","disk"
"38095","gb","other"
"38104",NA,"disk"
"38113","us","disk"
"38114","gb",NA
"38122","us","disk"
"38164","us","disk"
"38185","us","disk"
"38188","gb","triangle"
"38195","us","disk"
"38200","us","disk"
"38213","us","disk"
"38230","us","disk"
"38233","us","disk"
"38241",NA,"disk"
"38250","us","disk"
"38255","us","disk"
"38256","us","disk"
"38267",NA,"disk"
"38283","ca","disk"
"38299","us","disk"
"38339","us","disk"
"38341","us","disk"
"38349","us","disk"
"38352","us","disk"
"38355","gb","cigar"
"38358","gb","light"
"38365","us","disk"
"38381","us","disk"
"38389","gb","cone"
"38411","us","disk"
"38418","gb","circle"
"38419","gb","triangle"
"38425","gb","circle"
"38426","us","disk"
"38446","us","disk"
"38468","us","disk"
"38479","gb","sphere"
"38517","us","disk"
"38526","us","disk"
"38527","us","disk"
"38546","gb","light"
"38584","gb","cross"
"38588","gb","disk"
"38605","gb","formation"
"38606","us","disk"
"38611","gb","cone"
"38659","ca","disk"
"38688","gb","triangle"
"38706",NA,"disk"
"38716",NA,"disk"
"38727","us","disk"
"38732","gb","other"
"38734","us","disk"
"38738","gb","oval"
"38743","us","disk"
"38751","us","disk"
"38758",NA,"disk"
"38780","gb","circle"
"38782","us","disk"
"38808","us","disk"
"38839","gb","oval"
"38842","us","disk"
"38846","us","disk"
"38856","us","disk"
"38871","gb","changing"
"38881","us","disk"
"38886","us","disk"
"38889","us","disk"
"38899","gb","light"
"38902","us","disk"
"38908","us","disk"
"38909","gb","light"
"38910","gb","sphere"
"38915","gb","triangle"
"38917","us","disk"
"38928",NA,"disk"
"38951","us","disk"
"38952","us","disk"
"38955","us","disk"
"38979","us","disk"
"39015","us","disk"
"39025",NA,"disk"
"39036","us","disk"
"39037","us","disk"
"39068","us","disk"
"39073",NA,"disk"
"39091","us","disk"
"39098","gb","triangle"
"39105","gb","light"
"39110","gb","unknown"
"39115","gb","circle"
"39126","gb","other"
"39127","us","disk"
"39128","gb","changing"
"39135","gb","circle"
"39147","us","disk"
"39164","gb","diamond"
"39172","us","disk"
"39185","gb","circle"
"39186","gb","light"
"39188","gb","circle"
"39192","us","disk"
"39197","us","disk"
"39212","us","disk"
"39216","us","disk"
"39217","gb","unknown"
"39250",NA,"disk"
"39256",NA,"disk"
"39257",NA,"disk"
"39264",NA,"disk"
"39268","gb","circle"
"39269","us","disk"
"39272","gb","teardrop"
"39281","us","disk"
"39287","us","disk"
"39288","us","disk"
"39292","us","disk"
"39306","us","disk"
"39312","ca","disk"
"39331","us","disk"
"39338","us","disk"
"39350","us","disk"
"39358","us","disk"
"39369","us","disk"
"39415","us","disk"
"39429","gb","triangle"
"39430",NA,"disk"
"39463","us","disk"
"39477","us","disk"
"39479",NA,"disk"
"39494","us","disk"
"39506","us","disk"
"39512","gb",NA
"39531","us","disk"
"39543",NA,"disk"
"39550","us","disk"
"39586","us","disk"
"39622","us","disk"
"39624",NA,"disk"
"39626","de","disk"
"39628","us","disk"
"39631","us","disk"
"39637",NA,"disk"
"39645",NA,"disk"
"39646","us","disk"
"39674","gb","teardrop"
"39685","gb","other"
"39687","us","disk"
"39696","gb",NA
"39697","us","disk"
"39713","gb","disk"
"39740","us","disk"
"39753","us","disk"
"39755",NA,"disk"
"39767","gb","fireball"
"39770","gb","oval"
"39820","us","disk"
"39832","us","disk"
"39834","us","disk"
"39837",NA,"disk"
"39840","us","disk"
"39845",NA,"disk"
"39856","gb","teardrop"
"39857","us","disk"
"39862",NA,"disk"
"39870","gb","unknown"
"39873",NA,"disk"
"39896","us","disk"
"39897","us","disk"
"39898",NA,"disk"
"39899","gb","circle"
"39900","gb","oval"
"39906","gb","formation"
"39910","gb","oval"
"39911","gb","formation"
"39916","gb","formation"
"39926","us","disk"
"39933","us","disk"
"39940","gb","fireball"
"39983","gb","cone"
"40005","us","disk"
"40019",NA,"disk"
"40022",NA,"disk"
"40028",NA,"disk"
"40029","us","disk"
"40031","us","disk"
"40033",NA,"disk"
"40035","us","disk"
"40045","us","disk"
"40046","us","disk"
"40047","us","disk"
"40053",NA,"disk"
"40058","us","disk"
"40063",NA,"disk"
"40064","us","disk"
"40072","us","disk"
"40078","us","disk"
"40089","us","disk"
"40090",NA,"disk"
"40103","us","disk"
"40111",NA,"disk"
"40134","us","disk"
"40142",NA,"disk"
"40144",NA,"disk"
"40173",NA,"disk"
"40176","us","disk"
"40189","us","disk"
"40219","au","disk"
"40236","us","disk"
"40245","us","disk"
"40265","us","disk"
"40273","us","disk"
"40318","gb","unknown"
"40319","us","disk"
"40322","gb","triangle"
"40327","us","disk"
"40328","us","disk"
"40354","gb","circle"
"40366","us","disk"
"40368","us","disk"
"40382","us","disk"
"40388","us","disk"
"40398","gb","light"
"40400","gb","sphere"
"40402","gb","rectangle"
"40413","us","disk"
"40420","gb","unknown"
"40423","gb","light"
"40428","gb","circle"
"40431","gb","triangle"
"40432","gb","circle"
"40437","gb","circle"
"40447",NA,"disk"
"40472","gb","triangle"
"40508","us","disk"
"40519","us","disk"
"40523","gb","light"
"40534","us","disk"
"40543","us","disk"
"40558","gb","sphere"
"40598","us","disk"
"40602","us","disk"
"40607",NA,"disk"
"40614","gb","fireball"
"40631",NA,"disk"
"40670","us","disk"
"40673","us","disk"
"40680","ca","disk"
"40685","us","disk"
"40689","us","disk"
"40695",NA,"disk"
"40726","us","disk"
"40727","us","disk"
"40732","us","disk"
"40756","us","disk"
"40759","gb","unknown"
"40770",NA,"disk"
"40772","gb","sphere"
"40773","gb","teardrop"
"40780","gb","rectangle"
"40816","gb","sphere"
"40844","us","disk"
"40859","gb","unknown"
"40910",NA,"disk"
"40913",NA,"disk"
"40914",NA,"disk"
"40915",NA,"disk"
"40916","us","disk"
"40920","us","disk"
"40923",NA,"disk"
"40926","us","disk"
"40927","us","disk"
"40928","us","disk"
"40942","us","disk"
"40951","us","disk"
"40954","us","disk"
"40959","us","disk"
"40966","us","disk"
"40980","us","disk"
"40981","us","disk"
"40984","us","disk"
"40987","us","disk"
"40992","us","disk"
"40993","us","disk"
"41005","us","disk"
"41010","gb","disk"
"41049","ca","disk"
"41056","ca","disk"
"41060","us","disk"
"41061","us","disk"
"41069","gb","light"
"41073","us","disk"
"41075","us","disk"
"41085","us","disk"
"41087","us","disk"
"41123","us","disk"
"41138",NA,"disk"
"41163","us","disk"
"41172","gb","fireball"
"41227","us","disk"
"41233","gb","sphere"
"41238","gb","circle"
"41245","us","disk"
"41249",NA,"disk"
"41257","gb","circle"
"41272","us","disk"
"41309","us","disk"
"41311",NA,"disk"
"41313","us","disk"
"41314","us","disk"
"41324",NA,"disk"
"41328",NA,"disk"
"41334","us","disk"
"41339","us","disk"
"41340","us","disk"
"41350","us","disk"
"41351","us","disk"
"41353","us","disk"
"41365","us","disk"
"41394","us","disk"
"41396","gb","triangle"
"41400",NA,"disk"
"41406","us","disk"
"41410","us","disk"
"41430","us","disk"
"41449","us","disk"
"41459","gb","disk"
"41474","us","disk"
"41477","us","disk"
"41495","us","disk"
"41545","us","disk"
"41549","us","disk"
"41551","us","disk"
"41571","gb","light"
"41577","us","disk"
"41589","us","disk"
"41603","us","disk"
"41606","us","disk"
"41626","gb","circle"
"41632","gb","unknown"
"41633","us","disk"
"41648",NA,"disk"
"41662","us","disk"
"41677","gb","light"
"41686","us","disk"
"41688",NA,"disk"
"41717","us","disk"
"41721","us","disk"
"41726","au","disk"
"41743","us","disk"
"41762",NA,"disk"
"41770","us","disk"
"41779","us","disk"
"41787","us","disk"
"41797","gb","formation"
"41798","us","disk"
"41800","gb","triangle"
"41805","us","disk"
"41829","us","disk"
"41831","us","disk"
"41847","gb",NA
"41848","gb","fireball"
"41851","gb","oval"
"41914","us","disk"
"41915","us","disk"
"41920","us","disk"
"41924","us","disk"
"41938","us","disk"
"41941","gb","triangle"
"41943","us","disk"
"41946",NA,"disk"
"41957","gb","circle"
"41975","gb","light"
"41977","us","disk"
"41979","us","disk"
"41992","us","disk"
"41993","us","disk"
"42006","gb","formation"
"42020","us","disk"
"42025","us","disk"
"42035","gb","fireball"
"42037","gb","unknown"
"42051","gb","cylinder"
"42074","gb","light"
"42085","us","disk"
"42086","us","disk"
"42088","gb","cylinder"
"42089","gb","other"
"42112","us","disk"
"42113","us","disk"
"42114","us","disk"
"42117","us","disk"
"42137","gb","sphere"
"42170",NA,"disk"
"42194","us","disk"
"42195","gb","unknown"
"42206","ca","disk"
"42211","au","disk"
"42216","gb","other"
"42260","us","disk"
"42269","us","disk"
"42277","gb","circle"
"42288","us","disk"
"42290","us","disk"
"42297","ca","disk"
"42303","au","disk"
"42321","us","disk"
"42336","us","disk"
"42369","us","disk"
"42393","us","disk"
"42403","gb","light"
"42406","gb","unknown"
"42413","gb","flash"
"42419","us","disk"
"42421","gb","light"
"42443","gb","disk"
"42450","gb","egg"
"42453","gb","fireball"
"42454","us","disk"
"42466","gb","oval"
"42513","us","disk"
"42554",NA,"disk"
"42571","us","disk"
"42572","us","disk"
"42573","us","disk"
"42585","us","disk"
"42596",NA,"disk"
"42611",NA,"disk"
"42612","us","disk"
"42618","us","disk"
"42619","us","disk"
"42634","gb","triangle"
"42651","us","disk"
"42654","us","disk"
"42698","ca","disk"
"42721","us","disk"
"42735","us","disk"
"42765",NA,"disk"
"42785","us","disk"
"42787","us","disk"
"42801","gb","circle"
"42808","gb","light"
"42814","us","disk"
"42824","us","disk"
"42826",NA,"disk"
"42835","us","disk"
"42845","us","disk"
"42891","gb","sphere"
"42905","us","disk"
"42925","us","disk"
"42929","us","disk"
"42941","us","disk"
"42962","gb","light"
"42964",NA,"disk"
"42974",NA,"disk"
"42976","ca","disk"
"42978","us","disk"
"42986",NA,"disk"
"42994","us","disk"
"43002","us","disk"
"43009",NA,"disk"
"43010","us","disk"
"43024","us","disk"
"43031","gb","circle"
"43040","us","disk"
"43042","us","disk"
"43054","us","disk"
"43078","gb","rectangle"
"43087","gb","other"
"43114","us","disk"
"43129","us","disk"
"43143","us","disk"
"43166","us","disk"
"43247","ca","disk"
"43259","us","disk"
"43260","gb","flash"
"43270","gb","disk"
"43281","us","disk"
"43289","gb","light"
"43337","us","disk"
"43338","us","disk"
"43362","us","disk"
"43368","gb","formation"
"43392","us","disk"
"43394","gb","triangle"
"43398","us","disk"
"43399","gb","sphere"
"43409","us","disk"
"43413","gb","light"
"43414","us","disk"
"43457","us","disk"
"43463","us","disk"
"43464","us","disk"
"43465","us","disk"
"43499","us","disk"
"43520","us","disk"
"43524","us","disk"
"43530","gb","sphere"
"43531","gb","oval"
"43536","gb","cigar"
"43542","us","disk"
"43544","us","disk"
"43562","gb","unknown"
"43573","us","disk"
"43581","us","disk"
"43583","us","disk"
"43590","us","disk"
"43601","gb","other"
"43611","gb","formation"
"43612","gb","sphere"
"43616",NA,"disk"
"43629","us","disk"
"43687","us","disk"
"43736","us","disk"
"43740","gb","unknown"
"43769",NA,"disk"
"43771","us","disk"
"43818","us","disk"
"43847","gb",NA
"43898","us","disk"
"43906",NA,"disk"
"43917","gb","sphere"
"43923","us","disk"
"43939","us","disk"
"43943","us","disk"
"43954","au","disk"
"43956","gb","light"
"43978",NA,"disk"
"44002","us","disk"
"44009","gb","disk"
"44065","us","disk"
"44075","us","disk"
"44087",NA,"disk"
"44091","us","disk"
"44092","us","disk"
"44095","gb","triangle"
"44134","us","disk"
"44138","us","disk"
"44152","us","disk"
"44166","us","disk"
"44171","gb","light"
"44215","us","disk"
"44253","us","disk"
"44258","us","disk"
"44260",NA,"disk"
"44278","us","disk"
"44285","us","disk"
"44288","us","disk"
"44290","gb","triangle"
"44293","us","disk"
"44312",NA,"disk"
"44349","us","disk"
"44359","us","disk"
"44360","us","disk"
"44432",NA,"disk"
"44455",NA,"disk"
"44470","us","disk"
"44476",NA,"disk"
"44477","us","disk"
"44493","ca","disk"
"44503","gb","other"
"44504","us","disk"
"44505","us","disk"
"44522","us","disk"
"44560","us","disk"
"44565","us","disk"
"44567","gb","light"
"44572","us","disk"
"44579","us","disk"
"44597","gb","other"
"44599","us","disk"
"44618","us","disk"
"44620","gb","teardrop"
"44625","gb","oval"
"44631","ca","disk"
"44633","us","disk"
"44637","gb","egg"
"44639","us","disk"
"44657","gb","cross"
"44670","gb","cigar"
"44673","gb","circle"
"44691","us","disk"
"44706","gb","fireball"
"44707","gb","light"
"44715","gb","light"
"44741","us","disk"
"44746","us","disk"
"44750","us","disk"
"44762","us","disk"
"44772","us","disk"
"44774","us","disk"
"44775","us","disk"
"44776","us","disk"
"44778","us","disk"
"44782","us","disk"
"44784","us","disk"
"44785","gb","triangle"
"44791","us","disk"
"44799",NA,"disk"
"44812","us","disk"
"44815","us","disk"
"44823","gb","unknown"
"44829","us","disk"
"44830","gb","egg"
"44836","gb","cigar"
"44850","au","disk"
"44851","au","disk"
"44859","us","disk"
"44860","us","disk"
"44862","us","disk"
"44865","us","disk"
"44868","us","disk"
"44882","us","disk"
"44887","gb","light"
"44890","us","disk"
"44892","gb","sphere"
"44896","us","disk"
"44913","gb","light"
"44945","us","disk"
"44953","us","disk"
"44955","gb","cross"
"44981","us","disk"
"44983",NA,"disk"
"44989","gb","disk"
"44993","gb","fireball"
"45009","gb","formation"
"45012","ca","disk"
"45013","gb","triangle"
"45019",NA,"disk"
"45024","us","disk"
"45042","gb","triangle"
"45047","gb","light"
"45059","gb","unknown"
"45071","us","disk"
"45072","gb","triangle"
"45157","us","disk"
"45158","us","disk"
"45175",NA,"disk"
"45182","gb","fireball"
"45189","us","disk"
"45192","gb","disk"
"45199","us","disk"
"45209",NA,"disk"
"45226","us","disk"
"45229","au","disk"
"45236","gb","oval"
"45238","ca","disk"
"45241","us","disk"
"45250","us","disk"
"45253",NA,"disk"
"45266","gb","circle"
"45285","us","disk"
"45287","gb","light"
"45288","ca","disk"
"45306","gb","rectangle"
"45317","us","disk"
"45337","us","disk"
"45343","us","disk"
"45348","gb","formation"
"45363","gb","light"
"45374","gb","formation"
"45376",NA,"disk"
"45378","us","disk"
"45381","us","disk"
"45382","us","disk"
"45383",NA,"disk"
"45384",NA,"disk"
"45385","gb","cigar"
"45389","us","disk"
"45390","us","disk"
"45399","us","disk"
"45411","us","disk"
"45415","us","disk"
"45423","gb","sphere"
"45438","us","disk"
"45442","us","disk"
"45448","gb","sphere"
"45454","gb","circle"
"45474","us","disk"
"45475",NA,"disk"
"45480","us","disk"
"45490","gb","circle"
"45568","us","disk"
"45577","us","disk"
"45583","us","disk"
"45613","ca","disk"
"45615","us","disk"
"45621","gb","light"
"45624","gb","light"
"45639","us","disk"
"45645","us","disk"
"45658","gb","sphere"
"45681","us","disk"
"45692",NA,"disk"
"45709","gb","cylinder"
"45720","us","disk"
"45730","us","disk"
"45731","us","disk"
"45747","us","disk"
"45751","us","disk"
"45778","us","disk"
"45782","gb","formation"
"45811","gb","light"
"45812","gb","sphere"
"45813","gb","oval"
"45815","us","disk"
"45816","us","disk"
"45820","gb","unknown"
"45826","us","disk"
"45829","gb","changing"
"45860","us","disk"
"45862",NA,"disk"
"45897","gb","sphere"
"45918","us","disk"
"45919","us","disk"
"45925","us","disk"
"45930","gb","circle"
"45931","us","disk"
"45942","us","disk"
"45952","gb","light"
"45954","gb","other"
"45957",NA,"disk"
"45961","gb","light"
"45963",NA,"disk"
"45970","gb","light"
"45973","us","disk"
"45974",NA,"disk"
"45995","gb","circle"
"46001","gb","light"
"46009","gb","light"
"46010","us","disk"
"46011","us","disk"
"46017","us","disk"
"46020","gb","formation"
"46032","gb","sphere"
"46038","gb","fireball"
"46041","gb","cylinder"
"46083","au","disk"
"46118",NA,"disk"
"46122","us","disk"
"46126","us","disk"
"46129","us","disk"
"46133","us","disk"
"46134","us","disk"
"46141","us","disk"
"46144","us","disk"
"46148","us","disk"
"46163","us","disk"
"46165","us","disk"
"46168","us","disk"
"46173","us","disk"
"46193","us","disk"
"46205","us","disk"
"46216","gb","unknown"
"46225",NA,"disk"
"46226","us","disk"
"46230","us","disk"
"46231","us","disk"
"46232","gb","circle"
"46250",NA,"disk"
"46277","us","disk"
"46288","us","disk"
"46289","gb","light"
"46299","gb","triangle"
"46314","ca","disk"
"46320","gb","sphere"
"46324","us","disk"
"46336","gb","cylinder"
"46353","us","disk"
"46367","us","disk"
"46374","us","disk"
"46379","gb","other"
"46385","us","disk"
"46393","us","disk"
"46405","us","disk"
"46467","us","disk"
"46469","us","disk"
"46472","us","disk"
"46478",NA,"disk"
"46480","us","disk"
"46484",NA,"disk"
"46491","us","disk"
"46498","us","disk"
"46504","us","disk"
"46512","us","disk"
"46524","gb","light"
"46547","gb","egg"
"46551","us","disk"
"46555","us","disk"
"46556","us","disk"
"46563","us","disk"
"46574","gb","light"
"46575",NA,"disk"
"46582","us","disk"
"46593","us","disk"
"46599","gb","light"
"46600","gb","other"
"46602","gb","other"
"46627","us","disk"
"46675","gb","disk"
"46676","us","disk"
"46677","ca","disk"
"46710","gb","changing"
"46721","us","disk"
"46732",NA,"disk"
"46743","au","disk"
"46746","gb","cigar"
"46762","gb","light"
"46779","us","disk"
"46782","gb","light"
"46784","us","disk"
"46799","gb","light"
"46822","gb","circle"
"46848","us","disk"
"46849","us","disk"
"46850","us","disk"
"46867","us","disk"
"46872","us","disk"
"46875","us","disk"
"46878","gb","light"
"46881","us","disk"
"46895","us","disk"
"46900","us","disk"
"46920","gb","light"
"46921","us","disk"
"46951","us","disk"
"46980","us","disk"
"47005","us","disk"
"47006","ca","disk"
"47016","us","disk"
"47021","us","disk"
"47022","us","disk"
"47025","us","disk"
"47027","us","disk"
"47028","us","disk"
"47033","us","disk"
"47038",NA,"disk"
"47041",NA,"disk"
"47045",NA,"disk"
"47050","ca","disk"
"47054","gb","sphere"
"47061","us","disk"
"47062","us","disk"
"47063","us","disk"
"47064","us","disk"
"47068","us","disk"
"47069","us","disk"
"47070","us","disk"
"47073","gb",NA
"47074","us","disk"
"47076",NA,"disk"
"47094","us","disk"
"47097","us","disk"
"47099","ca","disk"
"47107","gb","rectangle"
"47138","gb","other"
"47169","us","disk"
"47175","gb","triangle"
"47189","gb","triangle"
"47198","us","disk"
"47204","us","disk"
"47207","us","disk"
"47210","gb","diamond"
"47214","us","disk"
"47215","us","disk"
"47274","gb","egg"
"47276","gb","disk"
"47282","gb","sphere"
"47283","gb","sphere"
"47289","us","disk"
"47297","us","disk"
"47304","us","disk"
"47318","gb","circle"
"47319","gb","light"
"47320","us","disk"
"47324","gb","changing"
"47325","gb","disk"
"47327","us","disk"
"47328","gb","cigar"
"47330","gb","triangle"
"47331","us","disk"
"47346","us","disk"
"47353","us","disk"
"47366","us","disk"
"47367","us","disk"
"47384",NA,"disk"
"47385","ca","disk"
"47388","us","disk"
"47399","gb","cone"
"47409",NA,"disk"
"47422",NA,"disk"
"47434","gb","fireball"
"47435",NA,"disk"
"47479","us","disk"
"47506","us","disk"
"47519","us","disk"
"47524","us","disk"
"47525","us","disk"
"47581","us","disk"
"47648","gb","unknown"
"47657","us","disk"
"47661","gb","formation"
"47665","us","disk"
"47670","gb","oval"
"47674","us","disk"
"47715",NA,"disk"
"47722","us","disk"
"47761",NA,"disk"
"47779","us","disk"
"47794",NA,"disk"
"47801","us","disk"
"47807",NA,"disk"
"47812","us","disk"
