"","datetime","city","country","shape"
"58730",2020-04-13,"lenoir","us","disk"
"58731",2020-08-16,"hutsonville","us","disk"
"58732",2020-04-27,"conway","us","disk"
"58733",2020-10-30,"greensboro","us","light"
"58734",2020-06-09,"highway",NA,"circle"
"58735",2020-11-28,"fort collins",NA,"other"
"58736",2020-01-10,"osowatomie",NA,"circle"
"58737",2020-11-28,"loomis &amp; folsom lake",NA,"unknown"
"58738",2020-11-11,"ocala","us","unknown"
"58739",2020-02-14,"salisbury (rhodesia)",NA,"sphere"
"58740",2020-01-21,"whitesburg","us","cigar"
"58741",2020-12-03,"west allis",NA,"light"
"58742",2020-01-11,"london (hwy 401) (canada)","ca","triangle"
"58743",2020-06-20,"arad (romania)",NA,"fireball"
"58744",2020-04-12,"newport beach","us","formation"
"58745",2020-10-23,"salinas (uruguay)",NA,"sphere"
"58746",2020-08-30,"khada (gujarat) (india)",NA,NA
"58747",2020-01-10,"los alamos","us",NA
"58748",2020-09-17,"columbus","us","disk"
"58749",2020-06-12,"springfield","us","circle"
"58750",2020-03-10,"los angeles","us","sphere"
"58751",2020-01-21,"hutchinson","us","cigar"
"58752",2020-09-24,"new york","us","disk"
"58753",2020-04-01,"camden","us","rectangle"
"58754",2020-02-24,"reyes/santa rosa (between) (bolivia)",NA,"oval"
"58755",2020-03-23,"herkimer","us","cigar"
"58756",2020-01-31,"kingston","us","disk"
"58757",2020-12-20,"new york city (bronx)","us","circle"
"58758",2020-01-10,"minot","us","other"
"58759",2020-11-19,"bedford","us","light"
"58760",2020-10-10,"caribou maine",NA,"disk"
"58761",2020-02-14,"greenwich","us","sphere"
"58762",2020-07-16,"rocky point","us","light"
"58763",2020-04-04,"yorba linda","us","formation"
"58764",2020-06-12,"fairmont","us","cigar"
"58765",2020-04-11,"kimberly","us","triangle"
"58766",2020-06-09,"carleton (canada)","ca","disk"
"58767",2020-06-12,"springfield","us","circle"
"58768",2020-07-16,"louisville","us","circle"
"58769",2020-04-27,"bourbonnais/bradley",NA,"oval"
"58770",2020-10-30,"keys",NA,"other"
"58771",2020-11-08,"denison","us","unknown"
"58772",2020-01-21,"anderson","us","circle"
"58773",2020-10-31,"miami beach","us","light"
"58774",2020-08-24,"miami","us","sphere"
"58775",2020-12-12,"windsor","us","disk"
"58776",2020-02-01,"lancaster","us","unknown"
"58777",2020-05-12,"taupo (new zealand)",NA,"egg"
"58778",NA,NA,NA,NA
"58779",NA,NA,NA,NA
"58780",2020-03-13,"angeles crest forest",NA,"light"
"58781",2020-02-14,"el monte","us","other"
"58782",2020-05-12,"pensacola","us","other"
"58783",2020-10-10,"san jose","us",NA
"58784",2020-03-31,"lake mcclure",NA,NA
"58785",2020-12-07,"kutztown","us","disk"
"58786",2020-02-14,"cactus flat","us","fireball"
"58787",2020-10-10,"san jose","us","sphere"
"58788",2020-07-19,"berrien springs","us","disk"
"58789",2020-08-21,"cambridge","us","diamond"
"58790",2020-05-13,"hadley","us","oval"
"58791",2020-12-12,"simi valley","us","light"
"58792",2020-05-15,"elmira heights","us","circle"
"58793",2020-12-20,"springfield","us","disk"
"58794",2020-12-12,"brooksville","us","disk"
"58795",2020-02-14,"russellville","us","light"
"58796",2020-11-21,"newmarket (canada)","ca","disk"
"58797",2020-05-15,"whittier","us","triangle"
"58798",2020-08-07,"tuunajarvi (finlnd)",NA,"light"
"58799",2020-03-08,"san jose","us","flash"
"58800",2020-06-23,"cambridge","us","other"
"58801",2020-10-31,"clarion","us","diamond"
"58802",2020-04-27,"st. joseph","us","oval"
"58803",2020-03-19,"lawrenceville","us","disk"
"58804",2020-02-14,"new bedford","us","fireball"
"58805",2020-02-14,"germany",NA,"oval"
"58806",2020-08-05,"29 palms",NA,"egg"
"58807",2020-05-08,"serlinghights",NA,"circle"
"58808",2020-10-30,"hollister","us","disk"
"58809",2019-01-28,"st. petersburg","us","formation"
"58810",2020-04-27,"elmsford","us","disk"
"58811",2020-06-12,"peru",NA,"other"
"58812",2020-03-04,"ashtabula","us","cylinder"
"58813",2020-01-21,"bhandara (near nagpur) (india)",NA,"fireball"
"58814",2020-05-15,"guntur (india)",NA,"circle"
"58815",2020-10-10,"nashua","us","disk"
"58816",2020-08-07,"del rio","us","oval"
"58817",2020-06-09,"lake havasu",NA,"triangle"
"58818",2020-02-14,"new york city (bronx)","us","oval"
"58819",2020-02-14,"taylor","us","disk"
"58820",2020-09-09,"vancouver (canada)","ca","formation"
"58821",2020-06-12,"miami","us","light"
"58822",2020-06-12,"piscataway","us","unknown"
"58823",2020-07-15,"griffin","us","disk"
"58824",2020-02-04,"leola","us","light"
"58825",2020-08-21,"dipolog (philippines)",NA,"oval"
"58826",2020-10-08,"nile river (egypt)",NA,"other"
"58827",2020-04-18,"richmond","us","formation"
"58828",2020-02-14,"columbia city","us","triangle"
"58829",2020-01-10,"ramona","us","light"
"58830",2020-10-08,"wilsonville","us","circle"
"58831",2020-05-12,"janesville","us","fireball"
"58832",2020-12-12,"sunnyvale","us",NA
"58833",2020-03-31,"clinton","us","rectangle"
"58834",2020-11-04,"north lauderdale","us","other"
"58835",2020-10-30,"hollister","us","disk"
"58836",2020-11-11,"south lake tahoe","us","light"
"58837",2020-12-12,"tampa","us","circle"
"58838",2020-03-13,"athens","us","light"
"58839",2020-01-12,"grand rivers","us","flash"
"58840",2020-02-01,"phoenix/san diego (i-10)",NA,NA
"58841",2020-04-13,"huntsville","us","circle"
"58842",2020-09-24,"webster","us","other"
"58843",2020-05-15,"manchester","us","sphere"
"58844",2020-06-12,"whitney","us","formation"
"58845",2020-08-07,"raynham","us","disk"
"58846",2020-12-12,"sharon springs","us","circle"
"58847",2020-01-12,"grand rivers","us","unknown"
"58848",2020-10-30,"lebanon","us","triangle"
"58849",2020-08-12,"paragon","us","sphere"
"58850",2020-06-05,"fagstaff (north of)",NA,"circle"
"58851",2020-08-07,"grass valley","us","cigar"
"58852",2020-10-30,"leicester (uk/england)","gb",NA
"58853",2020-03-19,"garden city","us","disk"
"58854",2020-12-12,"gold coast (australia)","au","circle"
"58855",2020-09-09,"vancouver (canada)","ca","light"
"58856",2020-12-12,"williamsburg (near)","us","circle"
"58857",2020-10-30,"amesbury","us","triangle"
"58858",2020-04-12,"san diego","us","other"
"58859",2020-10-08,"stonewall","us","oval"
"58860",2020-11-21,"caribbean sea",NA,"sphere"
"58861",2020-08-16,"dunmore (nsw&#44 australia)","au","diamond"
"58862",2019-12-16,"wedgefield","us","disk"
"58863",2020-04-18,"koneohe bay",NA,NA
"58864",2020-11-03,"north port",NA,NA
"58865",2020-06-12,"el paso","us","circle"
"58866",2020-10-31,"adelanto","us","sphere"
"58867",2020-05-02,"malvern","us",NA
"58868",2020-07-28,"atlanta","us","unknown"
"58869",2020-05-15,"denton","us","light"
"58870",2020-01-10,"oakhill",NA,"circle"
"58871",2020-12-05,"milford","us","sphere"
"58872",2020-01-21,"hallandale beach","us","disk"
"58873",2020-12-12,"whitney","us","formation"
"58874",2020-02-01,"jasper","us",NA
"58875",2020-01-10,"big bend national park",NA,"unknown"
"58876",2020-02-14,"leeds (uk/england)","gb","sphere"
"58877",2020-07-16,"harlan","us","disk"
"58878",2020-04-12,"katy","us","triangle"
"58879",2020-10-31,"paterson","us","disk"
"58880",2020-10-08,"dunollie&#44 greymouth (new zealand)",NA,"light"
"58881",2020-03-16,"eustis","us","light"
"58882",2020-02-16,"white plains","us","chevron"
"58883",2020-05-15,"unknown",NA,NA
"58884",2020-02-23,"alvordon",NA,"light"
"58885",2019-01-28,"san diego","us","light"
"58886",2020-05-15,"sterling","us","circle"
"58887",2019-04-26,"i don&#39t know",NA,"sphere"
"58888",2020-07-16,"county cork (republic of ireland)",NA,"light"
"58889",2020-12-12,"jonesboro","us","disk"
"58890",2020-12-02,"seattle","us","other"
"58891",2020-02-10,"new brunswick (canada)",NA,"triangle"
"58892",2020-05-12,"muskegon","us","light"
"58893",2019-05-24,"irma","us","oval"
"58894",2020-10-31,"canton","us","light"
"58895",2020-10-30,"osceola county","us","other"
"58896",2020-03-11,"hancock","us","triangle"
"58897",2020-05-24,"palm springs","us",NA
"58898",2020-01-10,"st. cloud","us","other"
"58899",2020-03-19,"crofton","us","disk"
"58900",2020-05-15,"phoenix","us","unknown"
"58901",2020-07-16,"republic of ireland",NA,"light"
"58902",2020-03-13,"pittsburgh","us","triangle"
"58903",2020-03-19,"frederid",NA,"cigar"
"58904",2020-11-21,"saline valley",NA,"sphere"
"58905",2020-01-16,"harrison","us","triangle"
"58906",2020-07-05,"mexico (pacific ocean)",NA,"disk"
"58907",2020-10-08,"louisville","us","circle"
"58908",2020-04-08,"chennai city (madras) (india)",NA,"oval"
"58909",2020-02-14,"des moines","us","disk"
"58910",2020-01-05,"fort jackson",NA,"triangle"
"58911",2020-10-10,"rathdrum",NA,"sphere"
"58912",2020-09-13,"birmingham (uk/england)","gb","light"
"58913",2020-01-17,"banning","us","triangle"
"58914",2020-01-24,"ellenville","us","other"
"58915",2020-03-19,"coolidge","us","triangle"
"58916",2020-01-31,"none",NA,"other"
"58917",2020-02-04,"curitiba (brazil)",NA,"cylinder"
"58918",2020-03-10,"riverside","us","cylinder"
"58919",2020-01-05,"delhi-33 (india)",NA,"triangle"
"58920",2020-01-12,"delhi (india)",NA,"triangle"
"58921",2020-05-15,"scottsdale","us","triangle"
"58922",2020-01-10,"north fork","us","other"
"58923",2020-08-07,"santa maria","us","circle"
"58924",2020-10-30,"annandale","us","unknown"
"58925",2020-03-19,"bedford","us","triangle"
"58926",2020-01-24,"paloma","us","chevron"
"58927",2020-01-10,"whitefish","us","disk"
"58928",2020-04-12,"el cajon","us","diamond"
"58929",2020-10-08,"newburgh","us","diamond"
"58930",2020-11-03,"cortlandt manor",NA,"circle"
"58931",2020-07-10,"new britain","us","rectangle"
"58932",2020-10-30,"somerset (uk/england)","gb","unknown"
"58933",2020-05-24,"millinocket","us","triangle"
"58934",2020-02-14,"cape canaveral","us","other"
"58935",2020-12-12,"las vegas/charleston heights",NA,"sphere"
"58936",2020-06-20,"ponce (puerto rico)",NA,"triangle"
"58937",2020-08-30,"sun city","us","light"
"58938",2020-02-27,"matlock","us","sphere"
"58939",2020-04-12,"rochester","us","changing"
"58940",2020-11-28,"massachusets turnpike",NA,"other"
"58941",NA,NA,NA,NA
"58942",NA,NA,NA,NA
"58943",2020-05-12,"milan","us","triangle"
"58944",2020-10-10,"new york city (yonkers)","us","other"
"58945",2020-07-16,"racine","us","light"
"58946",2019-11-19,"richalnds (4 mi. south of&#44 short mountain&#44tazewell co.)",NA,"light"
"58947",2020-04-18,"leicestershire (uk/england)","gb","diamond"
"58948",2020-07-04,"raasiku&#44 harjumaa (estonia)",NA,"triangle"
"58949",2020-03-19,"gateshead (uk/england)","gb","disk"
"58950",2020-07-16,"south london (uk/england)",NA,"circle"
"58951",2020-04-27,"guantanamo bay (cuba)",NA,"other"
"58952",2020-03-16,"berea","us","rectangle"
"58953",2020-08-05,"wadworth (uk/england)","gb","triangle"
"58954",2020-07-13,"springfield","us","triangle"
"58955",2020-02-01,"weogufka","us","light"
"58956",2020-05-24,"burbank",NA,NA
"58957",2020-03-18,"spotsylvania","us","disk"
"58958",2020-08-27,"canton","us","unknown"
"58959",2020-07-16,"ecoporanga (farm area; es) (brazil)",NA,"egg"
"58960",2020-04-18,"northport","us","light"
"58961",2020-06-14,"gold point","us","cigar"
"58962",2020-07-04,"grass valley","us","circle"
"58963",2020-06-12,"medford","us","disk"
"58964",2020-02-01,"corpus christi (water garden)","us","circle"
"58965",2020-02-18,"olathe","us",NA
"58966",2020-06-12,"portland","us","formation"
"58967",2020-12-12,"rockwood","us","changing"
"58968",2019-11-02,"port angeles","us",NA
"58969",2020-10-10,"salt lake city","us","circle"
"58970",2020-06-23,"lake havasu city","us","other"
"58971",2020-01-10,"sacramento","us","light"
"58972",2020-05-24,"blackwood","us","disk"
"58973",2019-08-10,"derbyshire (uk/england)","gb","other"
"58974",2020-03-28,"almudevar (spain)",NA,"circle"
"58975",2020-04-12,"weare","us","light"
"58976",2019-11-02,"chicago","us",NA
"58977",2020-04-13,"hedgesville","us","disk"
"58978",2020-08-27,"voorhees","us","disk"
"58979",2020-01-17,"chitik lake (canada)",NA,"light"
"58980",2019-01-28,"petralona (greece)",NA,"other"
"58981",2020-03-11,"bigfork","us","triangle"
"58982",2020-07-28,"venice","us","cigar"
"58983",2020-07-16,"camarillo","us","circle"
"58984",2020-03-13,"anchorage","us","cylinder"
"58985",2020-02-27,"salisbury","us","light"
"58986",2020-01-10,"port perry (canada)","ca","light"
"58987",2020-04-14,"casa grande","us","triangle"
"58988",2020-04-18,"fort smith",NA,"light"
"58989",2019-07-05,"tijeras","us","cigar"
"58990",2020-01-05,"south bend","us","unknown"
"58991",2020-02-01,"quartzite",NA,"flash"
"58992",2020-05-15,"indianola","us","diamond"
"58993",2020-06-12,"port st. lucie",NA,"disk"
"58994",2019-11-21,"bettendorf","us","light"
"58995",2020-06-20,"algonac","us","triangle"
"58996",2020-07-16,"commerce township",NA,"changing"
"58997",2020-06-12,"urbana","us","cylinder"
"58998",2019-11-21,"rome","us","sphere"
"58999",2019-11-21,"pasadena","us","cigar"
"59000",2019-11-21,"waldorf","us","oval"
"59001",2020-01-21,"los angeles","us","unknown"
"59002",2020-11-28,"jackson","us","cylinder"
"59003",2020-02-14,"phuket (thailand)",NA,NA
"59004",2020-06-02,"shingletown","us","circle"
"59005",2020-12-12,"uk/england",NA,"fireball"
"59006",2019-07-05,"cherry hill","us","oval"
"59007",2020-04-15,"tacoma","us","unknown"
"59008",2020-02-08,"hinton (canada)","ca","other"
"59009",2019-07-05,"lombard","us","sphere"
"59010",2019-07-14,"port isabel (south padre island-beach)","us","oval"
"59011",2020-12-02,"lethbridge (northwest of about 12 miles) (canada)","ca","oval"
"59012",2020-09-17,"mississippi (location unknown)",NA,"light"
"59013",2019-07-05,"herron lake state park",NA,"cigar"
"59014",2020-11-28,"ewa beach","us","triangle"
"59015",2020-02-14,"las vegas","us","triangle"
"59016",2020-05-12,"kamloops (canada)","ca",NA
"59017",2020-05-15,"orlando","us","rectangle"
"59018",2020-03-09,"morrison","us","rectangle"
"59019",2020-06-03,"springboro","us","circle"
"59020",2020-12-14,"wantage","us","circle"
"59021",2020-07-05,"west gardiner","us","cigar"
"59022",2020-03-11,"mountain home afb",NA,"triangle"
"59023",2020-08-21,"bennington","us","other"
"59024",2020-02-14,"new port richey","us","circle"
"59025",2020-07-11,"austin","us","cylinder"
"59026",2020-08-12,"west midlands (uk/england)",NA,"light"
"59027",2020-10-30,"lincoln","us","formation"
"59028",2020-03-08,"sycamore","us","triangle"
"59029",2020-07-11,"ogden","us","sphere"
"59030",2020-02-01,"bedford","us","light"
"59031",2020-10-30,"buffalo","us","triangle"
"59032",2020-10-30,"hollister","us","circle"
"59033",2020-12-02,"russia",NA,"other"
"59034",2020-11-20,"paso robles (lake nacimiento region)","us","formation"
"59035",2020-07-11,"st. paul","us","circle"
"59036",2020-04-28,"st. thomas (canada)","ca","oval"
"59037",2020-07-03,"indianapolis","us",NA
"59038",2020-06-12,"lafollette",NA,"circle"
"59039",2020-08-05,"nokomis","us","other"
"59040",2020-08-12,"hereford (uk/england)","gb","circle"
"59041",2020-12-12,"enon","us","light"
"59042",2020-06-12,"florahome","us","circle"
"59043",2020-05-15,"nevada desert (rural; unspecified by witness)",NA,"oval"
"59044",2020-11-21,"parrish","us","other"
"59045",2020-12-12,"albuquerque","us",NA
"59046",2020-08-12,"delray beach","us","unknown"
"59047",2020-12-12,"st. thomas (canada)","ca","formation"
"59048",2020-07-17,"garden grove","us","rectangle"
"59049",2020-02-07,"howland",NA,"triangle"
"59050",2020-10-08,"wodonga (australia)","au","circle"
"59051",2020-01-17,"crestline","us","light"
"59052",2020-03-11,"crestline","us","other"
"59053",2020-08-07,"dunedin (new zealand)",NA,"circle"
"59054",2020-08-05,"crestline","us","light"
"59055",2020-08-05,"chandler","us","disk"
"59056",2020-08-05,"crestline","us","light"
"59057",2020-08-05,"lone butte (gila river indian community)",NA,"fireball"
"59058",2020-10-30,"minnesota (unspecified location)",NA,"light"
"59059",2020-08-05,"mccamey","us","oval"
"59060",2020-08-05,"milwaukee","us","light"
"59061",2020-01-24,"pine bush","us","triangle"
"59062",2020-08-05,"manchester (uk/england)","gb","sphere"
"59063",2020-11-28,"largo","us","disk"
"59064",2020-07-26,"huntsville (canada)","ca","flash"
"59065",2020-10-30,"sarajevo (boxnia)",NA,"oval"
"59066",2020-03-19,"bogota (colombia)",NA,"egg"
"59067",2020-07-01,"helsinki (finland)",NA,"unknown"
"59068",2020-06-12,"hastings","us","other"
"59069",2020-07-01,"travelers rest","us","light"
"59070",2020-04-18,"leicester (uk/england)","gb","cigar"
"59071",2020-10-30,"donegal county (republic of ireland)",NA,"sphere"
"59072",2020-11-04,"ipswich (uk/england)","gb","rectangle"
"59073",2020-01-12,"thousand palms","us","other"
"59074",2020-10-17,"denver","us","light"
"59075",2020-05-15,"sedona","us","triangle"
"59076",2020-07-17,"sun valley","us","light"
"59077",2020-01-10,"lansdale","us","formation"
"59078",2020-02-01,"honolulu","us","circle"
"59079",2020-07-26,"saint john (canada)","ca","light"
"59080",2020-08-12,"layton","us","unknown"
"59081",2020-05-15,"north port","us","light"
"59082",2020-05-15,"las vegas","us","unknown"
"59083",2020-09-24,"delft (netherlands)",NA,"light"
"59084",2020-10-31,"plymouth","us","other"
"59085",2020-07-16,"san francisco","us","cigar"
"59086",2020-07-16,"bishopville","us","other"
"59087",2020-07-16,"orland","us","light"
"59088",2020-07-16,"phoenix","us","unknown"
"59089",2020-08-05,"los angeles","us","fireball"
"59090",2020-07-16,"iowa city","us","oval"
"59091",2020-03-19,"leigh (uk/england)","gb",NA
"59092",2020-02-01,"sugar grove","us","other"
"59093",2020-03-31,"nashville","us","triangle"
"59094",2020-08-07,"syracuse","us","fireball"
"59095",2020-12-12,"san bernardino","us","disk"
"59096",2020-06-12,"oak forest","us","disk"
"59097",2020-07-16,"harare (zimbabwe)",NA,"diamond"
"59098",2020-02-18,"lincolnshire (uk/england)","gb","disk"
"59099",2020-05-15,"hong kong (china)",NA,"other"
"59100",2020-01-12,"price","us","triangle"
"59101",2020-07-16,"new brighton","us","other"
"59102",2020-01-31,"ripon","us","circle"
"59103",2020-11-28,"st. maarten (netherland antilles))",NA,"changing"
"59104",2020-12-12,"jamestown","us","circle"
"59105",2020-12-09,"hamilton","us","flash"
"59106",2020-07-16,"hamilton (canada)","ca","flash"
"59107",2020-07-16,"magna","us","light"
"59108",2020-10-30,"india",NA,"unknown"
"59109",2020-07-08,"hubbard","us","other"
"59110",2020-03-11,"lytham st. annes (uk/england)",NA,"other"
"59111",2020-05-02,"rosarito (mexico)",NA,"unknown"
"59112",2020-03-04,"arizona (southern; on highway)",NA,"circle"
"59113",2020-07-08,"san juan (puerto rico)","us","diamond"
"59114",2020-04-03,"san elijo hills (near it&#44 on a hill top)",NA,"sphere"
"59115",2020-06-14,"charleston","us","rectangle"
"59116",2020-07-08,"podujeva (kosovo)",NA,"other"
"59117",2020-12-07,"palm desert","us","cross"
"59118",2020-10-30,"jacksonville","us","rectangle"
"59119",2020-03-04,"chicago","us","fireball"
"59120",2020-07-04,"chico","us","other"
"59121",2020-06-09,"holiday","us","other"
"59122",2020-08-05,"holiday/tarpon springs",NA,"other"
"59123",2020-01-10,"cary","us","triangle"
"59124",2020-10-30,"napier (new zealand)",NA,"light"
"59125",2020-08-11,"las vegas","us","circle"
"59126",2020-12-12,"ridgefield","us","light"
"59127",2020-11-28,"sakhalin island (russia)",NA,"triangle"
"59128",2020-05-15,"plovdiv (bulgaria)",NA,"light"
"59129",2020-06-14,"baqubah (iraq)",NA,"sphere"
"59130",2020-06-12,"coulterville","us","triangle"
"59131",2020-10-30,"san diego","us","sphere"
"59132",2020-03-19,"alsip","us","triangle"
"59133",2020-05-15,"new springfield","us","oval"
"59134",2020-03-19,"riverside","us","light"
"59135",2020-12-12,"orange","us","other"
"59136",2020-10-30,"pittsford","us","unknown"
"59137",2020-02-01,"pomona","us","circle"
"59138",2020-02-24,"corsicana","us","circle"
"59139",2020-07-06,"stony brook","us","sphere"
"59140",2020-10-10,"twin falls","us","light"
"59141",2020-09-02,"moses lake (near)","us","light"
"59142",2020-07-05,"copenhagen (denmark)",NA,"light"
"59143",2020-03-04,"exeter","us","unknown"
"59144",2020-04-12,"abarkooh (iran)",NA,"light"
"59145",2020-05-15,"laguna woods","us","circle"
"59146",2020-09-02,"montreal (canada)","ca","circle"
"59147",2020-07-05,"beaverton","us","light"
"59148",2020-06-12,"signal mtn.",NA,"unknown"
"59149",2020-06-02,"sioux city","us","other"
"59150",2020-08-05,"rossville","us","cigar"
"59151",2020-07-13,"fort collins","us","circle"
"59152",2020-08-24,"andros island (bahamas)",NA,"circle"
"59153",2020-08-19,"saint petersburg","us","cigar"
"59154",2020-02-08,"jacksonville","us","light"
"59155",2020-02-24,"olean","us","oval"
"59156",2020-10-08,"london (uk/england)","gb","sphere"
"59157",2020-09-02,"santa clara","us","disk"
"59158",2020-10-30,"sydney (australia)","au","fireball"
"59159",2020-07-17,"sun valley","us","fireball"
"59160",2020-05-12,"altoona","us","circle"
"59161",2020-07-05,"carol stream","us","sphere"
"59162",2020-05-13,"roseburg","us","cigar"
"59163",2020-02-14,"st. louis park","us","other"
"59164",2020-07-13,"houston","us","oval"
"59165",2020-06-05,"sun valley","us","other"
"59166",2020-06-12,"parsons","us","unknown"
"59167",2020-04-14,"ridgetop","us","other"
"59168",2020-10-10,"ada","us",NA
"59169",2020-07-05,"portage","us","light"
"59170",2020-07-05,"friendship","us","diamond"
"59171",2020-11-28,"jackson","us","fireball"
"59172",2020-07-05,"grapevine","us","light"
"59173",2020-11-21,"andros island (bahamas)",NA,NA
"59174",2020-02-14,"bonnybridge (uk/scotland)","gb","sphere"
"59175",2020-05-12,"johnston",NA,"triangle"
"59176",2020-08-05,"koh samui (thailand)",NA,NA
"59177",2020-07-10,"andover","us","fireball"
"59178",2020-07-16,"flat rock","us","oval"
"59179",2020-10-30,"galveston","us","triangle"
"59180",2020-10-31,"san diego","us","rectangle"
"59181",2020-06-03,"mucie",NA,"other"
"59182",2020-07-16,"camarillo","us","circle"
"59183",2020-03-08,"hollis","us","circle"
"59184",2020-10-08,"blackstone","us","unknown"
"59185",2020-08-27,"maria elena (chile)",NA,"other"
"59186",2020-11-21,"denver","us","other"
"59187",2020-03-04,"orlando","us","sphere"
"59188",2020-07-04,"woodland hills","us","disk"
"59189",2020-04-27,"manchester (uk/england)","gb","egg"
"59190",2020-08-24,"ukiah","us","teardrop"
"59191",2020-08-24,"cuiaba (brazil)",NA,"light"
"59192",2020-07-16,"lakeland","us","changing"
"59193",2020-10-31,"clearwater","us","light"
"59194",2020-07-16,"raddle","us","triangle"
"59195",2020-10-30,"sydney (australia)","au","disk"
"59196",2020-05-12,"viareggio (lucca) (italy)",NA,"formation"
"59197",2020-07-16,"castleford nr leeds (uk/england)",NA,"sphere"
"59198",2020-04-13,"new york city (bronx)",NA,NA
"59199",2020-03-04,"marshfield","us","triangle"
"59200",2020-08-07,"seattle","us","light"
"59201",2020-03-04,"marshfield","us","triangle"
"59202",2020-12-12,"erie","us","oval"
"59203",2020-08-07,"miami beach","us","sphere"
"59204",2020-08-07,"new york city (brooklyn)","us","triangle"
"59205",2020-03-04,"waterford","us","cigar"
"59206",2020-08-30,"ft. lauderdale","us","light"
"59207",2020-03-19,"burns/chicamoniny lake",NA,"flash"
"59208",2020-03-19,"lac de la sucrerie&#44 115 km nw of montreal (canada)",NA,"disk"
"59209",2020-07-03,"yuma","us","disk"
"59210",2020-08-07,"north pole","us","formation"
"59211",2020-08-07,"indianapolis","us","light"
"59212",2020-08-07,"saint johns","us","rectangle"
"59213",2020-08-07,"southington","us","fireball"
"59214",2020-03-19,"lac de la sucrerie&#44 vendee (canada)",NA,"unknown"
"59215",2020-08-07,"southigton",NA,"sphere"
"59216",2020-01-05,"terrell","us","triangle"
"59217",2020-08-07,"vaudreuil (canada)","ca","light"
"59218",2020-08-07,"san bernadino",NA,"light"
"59219",2020-08-07,"laguna beach","us","circle"
"59220",2020-12-12,"mattoon","us","rectangle"
"59221",2020-06-12,"withyville",NA,"oval"
"59222",2020-08-12,"salinas","us","light"
"59223",2020-08-05,"king ferry","us","other"
"59224",2020-04-13,"hale","us","light"
"59225",2020-08-30,"highland","us","triangle"
"59226",2020-12-20,"neuseddin (potsdam)(germany)","de","triangle"
"59227",2020-07-05,"valley village",NA,"sphere"
"59228",2020-07-05,"gainesville","us","circle"
"59229",2020-04-13,"clovis","us","circle"
"59230",2020-08-30,"lupton","us","circle"
"59231",2020-07-05,"orlando","us","circle"
"59232",2020-08-12,"youngstown","us","fireball"
"59233",2020-08-12,"alligator point",NA,"other"
"59234",2020-07-05,"springdale","us","cigar"
"59235",2020-05-13,"bohemia","us","disk"
"59236",2020-05-12,"huntington","us","cigar"
"59237",2020-07-05,"marlborough","us","cylinder"
"59238",2020-07-05,"fairlawn",NA,"other"
"59239",2020-07-05,"wolf point","us","sphere"
"59240",2020-10-25,"barksdale air force base",NA,"light"
"59241",2020-08-19,"debary","us","flash"
"59242",2020-08-12,"winnett (south of)","us","other"
"59243",2020-04-13,"rogue river","us","light"
"59244",2020-01-12,"lost river",NA,"light"
"59245",2020-05-02,"pacific ocean (near california coast)",NA,"unknown"
"59246",2020-07-05,"atlantic city/cardiff",NA,"triangle"
"59247",2020-08-12,"ann arbor","us","triangle"
"59248",2020-12-12,"amarillo (local area and se)","us","light"
"59249",2020-07-05,"bismarck","us","rectangle"
"59250",2020-02-21,"mt. vernon","us","circle"
"59251",2020-07-05,"yakima","us","light"
"59252",2020-07-05,"st helens","us","light"
"59253",NA,NA,NA,NA
"59254",NA,NA,NA,NA
"59255",2020-08-05,"avon/brodhead",NA,"light"
"59256",2020-05-15,"shterpce (kosovo)",NA,"circle"
"59257",2020-07-03,"st. laurent (canada)",NA,"circle"
"59258",2020-04-12,"jabel e akhter (oman)",NA,"triangle"
"59259",2020-08-05,"missoula","us","sphere"
"59260",2020-12-23,"blanchard","us","triangle"
"59261",2020-04-04,"brookings","us","changing"
"59262",2020-08-24,"laguna vista","us","oval"
"59263",2020-05-12,"spring","us","cone"
"59264",2020-04-18,"wells hunstanton (uk/england)",NA,"sphere"
"59265",2020-08-05,"cicero","us","oval"
"59266",2020-08-27,"clarksville","us","light"
"59267",2020-11-21,"el paso","us","fireball"
"59268",2020-07-04,"mt. pleasant","us","disk"
"59269",2020-08-05,"valley center","us","oval"
"59270",2020-08-05,"center","us","other"
"59271",2020-08-05,"flint","us","circle"
"59272",2020-08-05,"avnol (near)",NA,"triangle"
"59273",2020-08-05,"kingston (canada)","ca","unknown"
"59274",2020-03-10,"los angeles","us","disk"
"59275",2020-04-13,"oroville","us","cylinder"
"59276",2020-11-19,"kearsley/bolton (uk/england)",NA,"circle"
"59277",2020-07-06,"nottingham (uk/england)","gb","light"
"59278",2020-05-15,"garberville","us",NA
"59279",2020-01-30,"lynnwood","us","other"
"59280",2020-05-02,"axminister (uk/england)",NA,"unknown"
"59281",2020-07-06,"poteau","us","other"
"59282",2020-05-02,"o&#39fallon","us","circle"
"59283",2020-07-17,"sun valley","us","other"
"59284",2020-05-29,"glacier national park (??)",NA,NA
"59285",2020-12-12,"almaty (kazakstan)",NA,"chevron"
"59286",2020-07-06,"goodyear","us","oval"
"59287",2020-03-13,"washington","us","cylinder"
"59288",2020-12-12,"florida",NA,"sphere"
"59289",2020-12-12,"iloilo (philippines)",NA,"formation"
"59290",2020-07-06,"rochester hill",NA,"light"
"59291",2020-07-19,"magnolia township",NA,"light"
